uri,prefLabel,altLabels
http://data.europa.eu/esco/skill/1c08d63d-1c5e-4b9b-ad3e-f7ba7debb2d1,forecast organisational risks,forecast organisational risk|forecast organizational risks|forecasting organisational risks|foresee organisational risks|predict organisational risks
http://data.europa.eu/esco/skill/27ed854c-15b8-4ba2-90e9-ae888a219703,perform business analysis,complete business analysis|implement business analysis|perform a business analysis|perform analysis of a business|performing business analysis|undertake business analysis
http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68,innovation processes,process of innovation
http://data.europa.eu/esco/skill/465ff64a-1271-4064-8ed1-e969cb68d8b4,perform test run,complete system testing procedures|complete test run|execute system testing procedures|execute test run|implement system testing procedures|implement test run|undertake system testing procedures|undertake test run
http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137,think analytically,analytical thinking|apply logical thinking|apply structural analysis|apply structured thinking|develop an analytical approach|think in an analytical way|think logically|use logical reasoning
http://data.europa.eu/esco/skill/47a49cd6-097d-457a-9f7b-c290c14930d5,analyse big data,analysing big data|analyze big data|big data analysing|big data analysis|investigate big data|scrutinise big data|search big data|test big data
http://data.europa.eu/esco/skill/48db96bf-3314-45c6-bad8-fdb6e20e5639,data engineering,data engineering methods
http://data.europa.eu/esco/skill/50b100ea-74fd-4706-99db-3e4ca55e51b8,perform data cleansing,complete data cleansing|data cleansing performance|implement data cleansing|perform a data cleanse|performing data cleansing|undertake data cleansing
http://data.europa.eu/esco/skill/54c9c155-9293-4329-8ed2-2e76e8b519d4,define data quality criteria,set data quality benchmarks|specify data quality criteria
http://data.europa.eu/esco/skill/5b4ea415-3a3a-4d90-91d2-2d18ad196f4b,program sound cues,program and rehearse sound cues|program cues for sound|programming sound cues|rehearse sound cues
http://data.europa.eu/esco/skill/6aef2baa-5fa7-4c16-bd28-3e070ec4e4df,educate on data confidentiality,educate about data confidentiality|educating about data confidentiality|educating on data confidentiality|instruct on data confidentiality|teach data confidentiality principles
http://data.europa.eu/esco/skill/6b643893-0a1f-4f6c-83a1-e7eef75849b9,develop with cloud services,code with cloud services|develop cloud applications|write code with cloud services
http://data.europa.eu/esco/skill/7111b95d-0ce3-441a-9d92-4c75d05c4388,project management,fundamentals of programme management|fundamentals of project management|management of programmes|management of projects|principles of programme management|principles of project management|programme management|programme management activities|project management activities
http://data.europa.eu/esco/skill/713fb616-118e-40bc-9366-4a69879a49d5,implement data quality processes,verify data
http://data.europa.eu/esco/skill/72812eb6-5a0f-48e8-815d-3d2a16b8e963,operate an audio mixing console,control a sound mixing console|control a sound mixing system live|control an audio mixing console|control an audio mixing system live|operate a sound mixing console|operate a sound mixing system live|operate an audio mixing system live
http://data.europa.eu/esco/skill/7b3abd38-61ae-42a4-88bb-0884784f9ee1,advise client on technical possibilities,advise client on technical possibility|advise clients on technical possibilities|advising client on technical possibilities|counsel client on technical possibilities|give client recommendations on technical possibilities|offer suggestions to client on technical possibilities
http://data.europa.eu/esco/skill/8ff015a0-98ea-4d80-a23e-1f68110a919e,software design methodologies,software design approaches|software design techniques
http://data.europa.eu/esco/skill/96a67da1-881f-4d09-927e-ac75fcff4d93,compile content,collect and arrange content|curate and organize content for targeted media|organise and retrieve content|select and arrange content
http://data.europa.eu/esco/skill/9a8f5432-fb04-498d-9ba4-a4e1444ff056,record multi-track sound,record a multi-track sound|record audio on a multi-track|record multi-track audio|record sounds on multi-track
http://data.europa.eu/esco/skill/9bf266a6-188b-4d17-a22f-2f266d76832b,demonstrate willingness to learn,direct own learning|display willingness to learn|exhibit willingness to learn|show self-knowledge|show willingness to learn|work towards own potential
http://data.europa.eu/esco/skill/9df34bc3-25d4-4452-a896-4d19b94ef896,keep personal administration,file personal documents|keep own personal administration|maintain records filed accurately
http://data.europa.eu/esco/skill/a3ce2bf7-5562-4639-9b52-fdb4850a3904,ICT problem management techniques,ICT problem management methods|ICT problem management procedure|ICT problem management procedures|ICT problem management processes|ICT problem management strategies|types of ICT problem management techniques
http://data.europa.eu/esco/skill/ad59afe4-6f8a-4bc4-acfd-0f228277508a,statistical analysis system software,statistical analysing of system software|statistical analysis of software systems|statistical analysis of system software|statistical analysis system application|statistical analysis system operating system|statistical analysis system programme
http://data.europa.eu/esco/skill/b7c8f418-08d5-45d6-b697-ab26c6ecbfb4,ensure client orientation,enable customer focus|ensure customer focus|assure client orientation|be friendly with customers|demonstrate customer orientation|demonstrate service-oriented attitude|enable client orientation|enjoy dealing with customers|ensure clients orientation|ensure customer orientation|ensuring client orientation|provide client orientation|provide client support services|provide customer services|secure client orientation
http://data.europa.eu/esco/skill/b8271c8a-cba6-4baa-80f5-6361af3f07e3,ensure adherence to organisational ICT standards,enforce adherence to corporate ICT regulations|guarantee adherence to organisational ICT standards|guarantee compliance with company IT standards
http://data.europa.eu/esco/skill/b9aad733-959a-4178-984f-53e4bd05b420,maintain internet protocol configuration,apply Internet Protocol Configuration|maintain IP configuration|maintain TCP configuration|maintain TCP/IP configuration
http://data.europa.eu/esco/skill/ba04b19b-0b18-4d5c-b799-4db31a98e58d,BlackBerry,BlackBerry System
http://data.europa.eu/esco/skill/cae4c053-05d1-413d-8499-f37793aad56e,audio editing software,audio edit software|audio editing plugin|audio editing program
http://data.europa.eu/esco/skill/ce26e71f-2d47-474e-89b6-7920931ac4fc,iOS,IOS (operating system)|IPadOS|IPhone OS|IPhone os|IPhoneOS|iPhone OS
http://data.europa.eu/esco/skill/df329d70-87b0-466b-a214-3431f36e2a5e,protect ICT devices,protect personal data|up-date online security measures|use anti-virus software|ADT Access Control|AVG Anti-Virus|AVS Firewall|AddTech Controls|Agnitum Outpost Firewall|Bitdefender Antivirus|CleanMail Home|Cloudmark DesktopOne Pro|ESET NOD32 Antivirus|Honeywell Managed Access Control|IDenticard Systems PremiSys|Kaspersky Anti-Virus|Kingsoft Antivirus|MailWasher Pro|Matrix Systems Access Control|McAfee AntiVirus|Norton Security Deluxe|SPAMfighter|Tyco Integrated Security Managed Access Control|Zone Alarm Firewall|implement SPAM-ware|implement private ICT user security measures|keep ICT devices safe|protect ICT device|protect information and communication technologies devices|safeguard ICT devices|set up passwords and private settings|take care of ICT devices
http://data.europa.eu/esco/skill/dfff95c6-9758-4c04-a228-7eaa88dec6cd,design for organisational complexity,design access strategies for complex organisations|design an access strategy for complex organisations|design cloud environment for complex organisations|design cross-account authentication for complex organisations|implement cloud environment for complex organisations
http://data.europa.eu/esco/skill/e07a0fbf-7ffe-47d0-9636-e25cbb5fd475,plan audiovisual recording,organise a recording|organise a recording session|organise a studio recording|organise a studio recording session|plan a recording|plan a recording session|plan a studio recording|plan a studio recording session|plan an audiovisual recording|plan recording of sounds and images
http://data.europa.eu/esco/skill/e8bae3fe-6d8d-457e-a20b-6f8eea4d5402,operate sound live,operate live audio systems|operate live sound|operating sound live|use live sound systems
http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8,scientific research methodology,methods of research|process of scientific research|research methodology|scientific methods|theoretical methodology in scientific research
http://data.europa.eu/esco/skill/f7e2eb04-3e50-4561-bce1-7e51a1fec308,define software architecture,define application architecture|define programme architecture
http://data.europa.eu/esco/skill/022dc430-872a-473a-9cf4-fed4895e58ad,define database physical structure,define database physical storage structure
http://data.europa.eu/esco/skill/1c2978b8-bb0d-4249-9c23-877571a4dffa,cloud security and compliance,cloud compliance|cloud safety|cloud safety and compliance|cloud security
http://data.europa.eu/esco/skill/23b45aa6-a479-486d-9e6f-062cbab7c68a,interfacing techniques,interface design techniques
http://data.europa.eu/esco/skill/2857540c-180b-4208-9127-e94a01871966,align software with system architectures,coordinate software with architectural structures|harmonise software with system architectures|integrate software into system frameworks
http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec,establish data processes,develop data processes|implement data processes
http://data.europa.eu/esco/skill/3233330f-bb93-47ea-93b4-ed903d05d9f1,set up multimedia equipment,arrange multimedia equipment|assemble multimedia equipment|construct multimedia equipment|erect multimedia equipment|multimedia equipment set up|setting up multimedia equipment|setting up of multimedia equipment
http://data.europa.eu/esco/skill/3786b61f-f22e-48d1-af8d-ad4c354534db,manufacturing processes,a manufacturing process|manufacturing measures|manufacturing mechanisms|manufacturing procedures|manufacturing process|manufacturing system|process of manufacturing
http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b,provide user documentation,develop user documentation
http://data.europa.eu/esco/skill/3be6b84a-fa78-42b9-a8df-150cdb40b9d7,ICT quality policy,ICT quality control
http://data.europa.eu/esco/skill/3e23db60-0c3d-498a-a6ac-ffbed0ecb033,ICT accessibility standards,accessibility standards and guidelines|assistive technology standards|digital accessibility standards
http://data.europa.eu/esco/skill/4d85b881-e490-4b4c-897a-2faa4ef53956,manage ICT data architecture,define enterprise data architecture
http://data.europa.eu/esco/skill/4fa830eb-965f-467c-9dc2-46f1fdc30875,manage sound quality,maintain sound quality|manage the quality of sound quality|managing sound quality|oversee sound quality|regulate sound quality|sound quality management|supervise sound quality
http://data.europa.eu/esco/skill/541561bc-510c-4a99-881c-2d8bf5a85462,use technical drawing software,create designs with specialist software|design creation using specialist software|design using specialist software|design with specialist software|designing using specialist software|designing with specialist software|technical drawing software usage|usage of technical drawing software|use of technical drawing software|using of technical drawing software|using technical drawing software
http://data.europa.eu/esco/skill/557d1221-0235-4a48-ada5-8fca73443627,electronics principles,electronic principles
http://data.europa.eu/esco/skill/56042303-972b-41be-9310-58467599ff7e,analyse business processes,assess business operations|evaluate business processes|monitor business processes|study the contribution of work processes to business goals
http://data.europa.eu/esco/skill/71c2f41e-14de-4b23-82ad-5dbcd54ba5b0,deploy ICT systems,deploy system|draw up an implementation plan
http://data.europa.eu/esco/skill/7f0b1a66-ebaf-4c8a-b606-4c1844eb692e,attend to ICT systems quality,ensure ICT system quality|ensure ICT systems meet required standards
http://data.europa.eu/esco/skill/81a2db2c-7e55-44d0-9cd9-74c25147d7cd,analyse test data,analysing test data|analyze test data|analyzing test data|assess test data|evaluate test data|examine test data
http://data.europa.eu/esco/skill/8316979b-df5a-4dc7-98ef-61ec6a10df84,conduct quantitative research,apply quantitative research methods
http://data.europa.eu/esco/skill/8359bd04-d2cb-4757-af1f-39a921df9efe,remove computer virus or malware from a computer,clean malware-infected computer|clean virus-infected computer|cleaning malware-infected computer|cleaning virus-infected computer|computer virus or malware removing from a computer|remove malware from a computer|remove virus from a computer|removing computer virus or malware from a computer|removing malware from a computer|removing virus from a computer
http://data.europa.eu/esco/skill/8fa840f7-e66a-4370-8e6d-7d554260c31c,forecast future ICT network needs,estimate future ICT network needs|foresee future ICT network demands
http://data.europa.eu/esco/skill/9ba8fd27-275d-4bad-8c48-f668aa99a578,balance database resources,stabilise database resources
http://data.europa.eu/esco/skill/a2b5dcf3-5b6a-453d-876c-cff540c0faf1,CAD software,CAD software for design|CAD software for modelling|CAD software for simulation|CADD software|computer assisted design|software computer assisted design and drafting software
http://data.europa.eu/esco/skill/a4c2aa71-086f-4a46-b481-2619673c9dfe,execute ICT user research activities,carry out ICT user research
http://data.europa.eu/esco/skill/ab6265f2-a9bf-49e8-a9a5-67cbab4de38b,manage inventory,maintain inventory|manage an inventory|manage inventories|managing an inventory|oversee inventory|regulate inventory|supervise inventory
http://data.europa.eu/esco/skill/af607e5e-4ba1-4e5f-a2a6-dc05806567c7,coordinate technological activities,coordinate IT activities
http://data.europa.eu/esco/skill/b1604a2d-c26a-427d-bda9-b8073a319fe9,adjust ICT system capacity,adjust ICT network capacity
http://data.europa.eu/esco/skill/b92758d4-4591-4df1-9ceb-f907aa71ebd9,use measurement instruments,carry out measurements using equipment|operate measurement instruments|perform measurements using instruments|perform measurements using tools and instruments|take measurements using specialised equipment|take various measurements using apparatus|take various measurements using instruments|take various measurements using measuring devices|use measurement and control instruments|use measurement apparatus|use measurement devices|utilise measurement apparatus|utilise measurement devices|utilise measurement instruments
http://data.europa.eu/esco/skill/be40c4c3-a855-4d67-9ca5-6f4428c34b0d,provide written content,professional writing|provide professionally written text and content
http://data.europa.eu/esco/skill/c241f5a5-e23f-47bf-ad24-d83ea0010166,ensure proper document management,control record keeping system|double-check document management|ensure management of proper documents|ensure proper management of documents
http://data.europa.eu/esco/skill/c453cf81-6197-428e-84c6-70c773b63f27,ICT architectural frameworks,ICT architectural framework|ICT architectural requirements|ICT architectural structure
http://data.europa.eu/esco/skill/ce8ae6ca-61d8-4174-b457-641de96cbff4,automate cloud tasks,automation of cloud tasks|evaluate cloud automation alternatives|optimise cloud workflows
http://data.europa.eu/esco/skill/cef5c0f8-1e40-4c09-b6a7-aa7811849e5d,ethics,moral studies|the study of moral principles
http://data.europa.eu/esco/skill/e2103a1d-4a84-47a9-b4f7-774787573449,copyright legislation,copyrighting legislation|laws protecting rights of original authors
http://data.europa.eu/esco/skill/fc2f1d4f-a46f-471e-a618-cbd4d0496a53,implement ICT recovery system,disaster recovery|recover ICT system
http://data.europa.eu/esco/skill/020b3c27-bae1-4b85-9d6f-eccee0f5ed99,manage supplies,control and monitor supplies|manage supply chain|monitor and control supplies|plan supplies|supplies management|supplies managing|supplies planning|supply chain management
http://data.europa.eu/esco/skill/062320e5-79d1-45e8-8b7e-5deeb53279a2,perform online data analysis,complete online data analysis|implement online data analysis|perform an online data analysis|performing an online data analysis|performing online data analysis|undertake online data analysis
http://data.europa.eu/esco/skill/1633770e-5606-4422-b293-6c8c551fe663,understand artistic concepts,interpret artist's concept|understand an artist's concept|understand concepts of art|use artistic concepts
http://data.europa.eu/esco/skill/1dd23dba-dd00-45ab-abf4-642902538317,perform risk analysis,complete risk analysis|finish risk analysis|implement risk analysis|perform a risk analysis|performing a risk analysis|risk analysis performance|undertake risk analysis
http://data.europa.eu/esco/skill/20c6a2ec-ef98-4f95-8a16-c8006d9242ba,set up sound equipment,set up sound apparatus|set up sound devices|set up sound gear|set up sound instruments|setting up sound equipment
http://data.europa.eu/esco/skill/20c920d4-7ff7-4676-ba61-3f04490d9416,keep up with the latest information systems solutions,keep up with the latest information systems
http://data.europa.eu/esco/skill/2d6d4784-0992-48e7-b100-22d7229b3f0a,translate requirements into visual design,develop visual design based on target audience|develop visual design concepts based on target audience|develop visual design concepts from given specifications|develop visual design from given specifications|translate requirement concepts into visual design
http://data.europa.eu/esco/skill/334e3e49-fb02-4051-809a-f06adfdc1c40,troubleshoot,deal with problems|identify problems|identifying problems|perform troubleshooting|troubleshoot problems|troubleshooting
http://data.europa.eu/esco/skill/386774ac-fe5b-431a-b485-9aec0bf5c09e,maintain electrical equipment,maintain electric equipment|maintaining electrical equipment|test and maintain power supply|test electrical equipment
http://data.europa.eu/esco/skill/46ec0033-3c71-415e-bcff-b065675ba2dc,integrate ICT data,combine ICT data
http://data.europa.eu/esco/skill/501537a7-9d63-491d-ae02-09f04767ff1e,attack vectors,ICT security threats|cybersecurity threats|information security threats
http://data.europa.eu/esco/skill/50373f03-3e81-4d2e-99c6-d0f2ff42b138,create sketches,creating sketches|draw up sketches|make sketches|produce sketches
http://data.europa.eu/esco/skill/5da73370-f6b9-417d-a94c-09bf01f84aa2,use access control software,define database user permissions|define user roles for ICT system
http://data.europa.eu/esco/skill/6430eb0d-c6de-46b7-a7fc-3dd2e8e62a69,use ICT ticketing system,use e-ticketing system
http://data.europa.eu/esco/skill/64852ade-6ae1-4760-ba4a-976bf07ca255,manage disaster recovery plans,prepare disaster recovery plans
http://data.europa.eu/esco/skill/9707091a-323b-4240-877a-5999a19286f0,apply ICT system usage policies,administer ICT system usage policies|follow ethical standards for ICT system usage|follow written laws for ICT system usage|handle ICT system usage policies|implement ICT system usage policies
http://data.europa.eu/esco/skill/b0a3bb25-a02f-43ed-ab1f-994fa66a424a,online analytical processing,Cube databases|OLAP|OLAP databases
http://data.europa.eu/esco/skill/b5b09dac-5b28-40a5-b671-5f9aa31f65d8,operate audio equipment,apply audio technology|operate broadcast studio controls
http://data.europa.eu/esco/skill/ba45db8f-34e8-4f29-af0b-e6645e1d693f,maintain electronic equipment,Electrical Equipment|correct malfunctions electronic equipment|diagnose electronic equipment|install electronic equipment|maintain battery processes|repair electronic equipment
http://data.europa.eu/esco/skill/c5ed451b-ef39-47a3-aee7-8f5be0aa8431,CA Datacom/DB,CA Datacom|CA-Datacom/DB|DATACOM/DB
http://data.europa.eu/esco/skill/cc7370dd-69fa-4c67-a96f-d4d135d38700,data quality assessment,analyse data quality|data quality analysis
http://data.europa.eu/esco/skill/de0be6e8-644c-4cc9-9c8d-925dd98dda56,software interaction design,interaction design
http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655,Oracle Relational Database,Oracle Rdb|Rdb
http://data.europa.eu/esco/skill/e465a154-93f7-4973-9ce1-31659fe16dd2,principles of artificial intelligence,artificial intelligence in process|principles of AI
http://data.europa.eu/esco/skill/ee3b1553-2dc5-434b-8dcf-4ae3a40b3a48,verify formal ICT specifications,verify formal IT specifications
http://data.europa.eu/esco/skill/f6424ebb-8401-446b-9f7e-10d7c854da02,ICT network simulation,ICT network simulation methods|ICT network simulation systems|ICT network simulation tools
http://data.europa.eu/esco/skill/fafbb75f-ec35-4cc2-996a-20c85ef6c266,follow safety procedures when working at heights,comply with safety procedures when working at heights|follow safety procedure when working at heights|follow safety procedures when at heights|follow safety rules when working at heights|following safety procedures when working at heights
http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f,apply company policies,administer company policies|apply company policy|applying company policies|company policy application|employ company policies|implement company policies|utilise company policies
http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127,communicate with customers,provide customer service|respond to customers|help customers|assist customers|communicate with clients|engage with customers|interact with clients|interact with customers|respond to customer requests|supply customer service|talk with customers
http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6,design cloud architecture,create cloud architecture|design multi-tier cloud architecture|engineer cloud architecture
http://data.europa.eu/esco/skill/118a9b27-1c5a-4214-b685-1a4d9e6365ea,computer forensics,digital forensic investigation|forensic IT
http://data.europa.eu/esco/skill/1605025e-a179-421f-8f35-5b07d182a6b2,web analytics,
http://data.europa.eu/esco/skill/22b8039c-c890-4610-9228-5527e3b98f12,set quality assurance objectives,develop QA framework|develop QC framework|develop quality assurance framework|develop quality control framework|set QA objectives|set QA/QC objectives|set QC objectives|set quality control objectives
http://data.europa.eu/esco/skill/248894d1-42dc-474f-af6e-2da52ac0c679,define technology strategy,develop technological improvement strategies
http://data.europa.eu/esco/skill/37bc4dc0-1233-4008-98db-1116d0c1cfcc,define security policies,design and implement security policies|plan and implement security policies
http://data.europa.eu/esco/skill/5592ab32-4e7a-4cda-8e64-ca36d5de8a10,adapt to changing situations,adapt to a changing situation|adapting to a changing situation|adapting to changing situations|adjust to changing situations|alter to changing situations|modify to changing situations|tailor to changing situations
http://data.europa.eu/esco/skill/72a74f69-5cf1-43c5-99b9-62a444578919,engineering processes,engineering methodologies|engineering strategy
http://data.europa.eu/esco/skill/84f58e3d-8669-4d83-8c1d-5dd1e73a654f,create database diagrams,create database blueprint|create database models
http://data.europa.eu/esco/skill/8d4271ca-c9fd-40b3-875f-15f78332a49e,quality standards,quality standards for products
http://data.europa.eu/esco/skill/91abe492-18be-4cce-93c7-0dca07072363,meet deadlines,achieve deadlines|complete deadlines|conform with deadlines|make deadlines|meet a deadline
http://data.europa.eu/esco/skill/b8eb2517-37d8-43e6-9856-9c29d5c51fde,Filemaker (database management systems),FileMaker|FileMaker Go|FileMaker Pro
http://data.europa.eu/esco/skill/bcc0db5f-c1e8-4f08-b68b-020396ef07b9,use audio reproduction software,employ audio reproduction tools|operate audio reproduction software
http://data.europa.eu/esco/skill/c32ad607-0c4d-4e34-b73f-668298f7bf13,apply technical communication skills,administer technical communication skills|application of technical communication skills|applying technical communication skills|employ technical communication skills|implement technical communication skills|utilise technical communication skills
http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b,give live presentation,arrange live presentation|convey live presentation|deliver live presentation|give a live presentation|give live presentations|giving live presentations
http://data.europa.eu/esco/skill/cb668e89-6ef5-4ff3-ab4a-506010e7e70b,manage a team,direct a team|manage the team|managing a team|supervise a team
http://data.europa.eu/esco/skill/ccfbdaad-b91d-4bfe-bd0e-d30b33587f19,keep records of work progress,file records of work milestone and deadline targets|file records of work progress|hold on to records of work milestone and deadline targets|hold on to records of work progress|retain records of work milestone and deadline targets|retain records of work progress|store records of work milestone and deadline targets|store records of work progress
http://data.europa.eu/esco/skill/cdf83a12-56d4-4e3c-ad0b-af1c1f21c62a,document your own practice,document all phases of own practice|document own practice|keep a record of the practice
http://data.europa.eu/esco/skill/efa141df-f382-418f-9121-bd88fd735669,mechanics,engineering mechanics|fabrication mechanics|mechanical theory|mechanics theory|production mechanics|theory of mechanics
http://data.europa.eu/esco/skill/f5369f2f-e52b-43d8-8d31-79a6c11188d8,digital content creation,ICT software content-creation|content created by ICT software|content creation with ICT software|content-creation with ICT program|content-creation with ICT softwares
http://data.europa.eu/esco/skill/f5ac9226-0ace-4d34-a1c3-7b3845834a98,maintain ICT server,diagnose server hardware faults|repair hardware faults
http://data.europa.eu/esco/skill/f5dd06b8-5d17-4932-9d03-957d0c4f5051,perform resource planning,build resource plan|conduct resource planning|create resource plans|design resource planning|develop resource plans|improve resource planning|lead on resource planning|lead the resource planning process|manage resource schedules
http://data.europa.eu/esco/skill/f9a6f35b-01a7-40c9-8b61-b6ee46f97272,operating systems,AS400|Novell|OS architecture|VMS|WIN/NT
http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,administer ICT system,administer network and system|administer system|operate system
http://data.europa.eu/esco/skill/130f6043-6bb4-4f14-81b3-b34cdaf6ea1f,manage technical resources stock,keep stock of technical resources|manage resources of technical stock|manage stock of technical resources|monitor stock of technical resources
http://data.europa.eu/esco/skill/2450c3b3-e78e-435b-b84d-e05d984e71dc,software architecture models,software architecture frameworks|software architecture patterns
http://data.europa.eu/esco/skill/3579208e-49b3-4ce4-98e7-20e41b1ce8d4,develop information security strategy,define information security approach|define information security strategy
http://data.europa.eu/esco/skill/3d03c40c-1b83-4793-8902-2523f40af59e,Microsoft Access,MS Access|Microsoft Office Access
http://data.europa.eu/esco/skill/409b165c-ddae-4366-aeac-fa95c79e57a9,adapt artistic plan to location,adapt artist's perspective to the location|adapt artist's plan to location|adapt artistic concept to location|adapt artistic plan to the location
http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb,emergent technologies,progressive technologies
http://data.europa.eu/esco/skill/43ec6db6-33f7-449b-a566-5779a7e8997a,OpenEdge Database,OpenEdge RDBMS|OpenEdge RDBMS Advanced Enterprise Edition|Progress OpenEdge Relational Database Management System
http://data.europa.eu/esco/skill/4959697d-3a24-4f46-af0c-b752318e6c54,ObjectStore,Ignite ObjectStore|Ignite’s ObjectStore Standard Edition|ObjectStore Standard Edition
http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,adopt ways to reduce negative impact of consumption,avoid plastic|avoid single-use items|follow environmentally-sustainable work practices|follow recycling collection schedules|minimise waste production in households|practice a minimalist lifestyle|reduce energy usage|reduce water or energy consumption|reuse materials|reuse products|share physical resources
http://data.europa.eu/esco/skill/591dd514-735b-46e4-a28d-3a4c42f49b72,adapt to artists' creative demands,adapt to artists' creative vision|adapt to creative demands of artists|adapt to demands by creative artists|meet demands by creative artists
http://data.europa.eu/esco/skill/63f0aa84-5e4c-4eb6-8e8c-876d9feedf1f,Outsourcing model,OBS
http://data.europa.eu/esco/skill/67a118f4-8a5f-48f7-8e5f-de34b9ca2c37,hybrid model,Hybrid model|hybrid model fundamentals|hybrid model principles|knowledge of hybrid model|theory of hybrid model
http://data.europa.eu/esco/skill/6e4f264a-e2e1-42fb-9866-e64069f8b441,maintain audiovisual equipment,check audiovisual equipment|maintain audio and visual equipment|maintain audio-video equipment|repair audiovisual equipment
http://data.europa.eu/esco/skill/709ef32a-7435-48e2-8fa2-16e389ecab8a,Cisco,Cisco Systems|Network Magic
http://data.europa.eu/esco/skill/744442ac-c157-4350-8be0-ce454df4f5c5,perform ICT troubleshooting,ICT troubleshooting performance|complete ICT troubleshooting|implement ICT troubleshooting|performing ICT troubleshooting|undertake ICT troubleshooting
http://data.europa.eu/esco/skill/7482a123-e801-48de-9733-262125671410,task algorithmisation,task algorithm development
http://data.europa.eu/esco/skill/75f839c2-fd9a-4ad3-8921-6e734608568d,use query languages,data retrieving using a query language|data retrieving using a structured query language|query language using|retrieve data using a query language|retrieve data using a structured query language|retrieving data using a query language|retrieving data using a structured query language|use database query language|use information retrieval query language|use structured query language|using database query language|using information retrieval query language|using query language|using structured query language
http://data.europa.eu/esco/skill/84251cb1-babf-4d17-a3cd-baa642c24c8d,IBM Informix,Informix Advanced Enterprise Edition|Informix Advanced Workgroup Edition|Informix Dynamic Server|Informix Enterprise Edition|Informix Express Edition|Informix Extended Parallel Server|Informix Workgroup Edition
http://data.europa.eu/esco/skill/9136cbf1-7916-4f1c-bc9a-0318ee1d6016,human-computer interaction,HCI
http://data.europa.eu/esco/skill/93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,information categorisation,design of information structures|information classification
http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363,interact with users to gather requirements,communicate with users to gather requirements
http://data.europa.eu/esco/skill/a8d07b5a-c1a1-42c6-9d53-db9c7a2ca996,PostgreSQL,Postgres
http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968,design application interfaces,design API
http://data.europa.eu/esco/skill/b16200f4-4f39-4b8b-aa9d-3568054d6bdb,Open source model,
http://data.europa.eu/esco/skill/b73035a9-bf06-412c-9796-db579f85995c,work with respect for own safety,apply safety rules when carrying out one's own duties|carry out work aware of risks to personal safety|work for own safety with respect|work respectfully for own safety
http://data.europa.eu/esco/skill/bf7ea00f-db77-4a95-9b9f-2d12b6d9fcb4,implement ICT network diagnostic tools,use network diagnostics tools
http://data.europa.eu/esco/skill/c062bab3-3ea0-4291-9220-a2d8fef4bead,SQL Server,MS SQL Server
http://data.europa.eu/esco/skill/c2296e2e-5fef-4f24-a24f-e5b3792268be,provide ICT support,ICT support provision|administer ICT support|arrange ICT support|contribute ICT support|furnish ICT support|providing ICT support|provision of ICT support
http://data.europa.eu/esco/skill/ddb65832-91a7-4157-9488-719a0e2ad87b,lead disaster recovery exercises,conduct disaster recovery trainings|supervise disaster recovery exercises|supervise disaster recovery trainings
http://data.europa.eu/esco/skill/e043aeeb-78f5-4049-afbf-12bba52225bc,hardware architectures,PC hardware architecture
http://data.europa.eu/esco/skill/e5609f89-0daf-40bb-bd6b-94f5d7498131,ICT market,ICT market trends
http://data.europa.eu/esco/skill/fc4fcb4b-993f-4f2c-b158-c2171ec18ed8,draw design sketches,create design sketches
http://data.europa.eu/esco/skill/ff25cbf0-6978-4c4c-887e-d4b185410d74,perform software recovery testing,perform software crash and recovery testing
http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d,ensure compliance with environmental legislation,check compliance with environmental laws|checking compliance with environmental laws|ensure compliance with environmental regulations|ensure environmental legislation compliance|ensuring compliance with environmental legislation|ensuring environmental legislation compliance|ensuring of compliance with environmental legislation|lead implementation of environmental legislation|lead implementation of environmental policies and legislation
http://data.europa.eu/esco/skill/0ab03c6c-281b-48f4-83e0-10eeb27a1bae,network management system tools,network management system components
http://data.europa.eu/esco/skill/0daaf096-1639-461c-bf1a-bbeea77e6b67,internal risk management policy,risk management internal policy
http://data.europa.eu/esco/skill/0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926,assess ICT knowledge,capture ICT knowledge|capture IT knowledge
